"period","reporter_iso","reporter_desc","share_CHN","share_USA","more_with_china"
2000,"_X ","Areas, nes",5.68841205933132e-05,0.0047879188415449,0
2020,"A59","North America and Central America, nes",0.0230346574184308,NA,NA
2020,"A79","LAIA, nes",0.000509021934574115,NA,NA
2020,"ABW","Aruba",0.0392696478901968,0.360696345627702,0
2020,"AFG","Afghanistan",0.0526813379328301,0.0653038244821634,0
2020,"AGO","Angola",0.490021623743389,0.0309851866002336,1
2020,"AIA","Anguilla",NA,0.257686483090774,NA
2020,"ALB","Albania",0.075481080853772,0.0137866091853687,1
2020,"AND","Andorra",0.0123769257787491,0.00365727640147996,1
2020,"ARE","United Arab Emirates",0.0820916758837174,0.0338281652329296,1
2020,"ARG","Argentina",0.137514279793309,0.089297291074672,1
2020,"ARM","Armenia",0.142566367865732,0.0177403502009933,1
2020,"ATF","Fr. South Antarctic Terr.",NA,0.0171397229195497,NA
2020,"ATG","Antigua and Barbuda",0.0855954930411351,0.282282608500062,0
2020,"AUS","Australia",0.338876497925513,0.0789261476461793,1
2020,"AUT","Austria",0.0402526266803917,0.0486750845685835,0
2020,"AZE","Azerbaijan",0.0678512151189624,0.018500791266015,1
2020,"BDI","Burundi",0.116863721111067,0.0113757538374622,1
2020,"BEL","Belgium",0.035589075173456,0.070497684413786,0
2020,"BEN","Benin",0.158130821147993,0.0338032949904159,1
2020,"BES","Bonaire",1.2293116345436e-05,NA,NA
2020,"BFA","Burkina Faso",0.0564651610223982,0.0235642624843277,1
2020,"BGD","Bangladesh",0.174535841977043,0.0896287667852354,1
2020,"BGR","Bulgaria",0.0431528881175934,0.017659287083492,1
2020,"BHR","Bahrain",0.0564289327444741,0.0549100587946549,1
2020,"BHS","Bahamas",0.0337867484267078,0.455155809576775,0
2020,"BIH","Bosnia Herzegovina",0.0324586699419292,0.0129132654344414,1
2020,"BLR","Belarus",0.0613728644465006,0.00919017370987845,1
2020,"BLZ","Belize",0.0738373955580691,0.276760505728291,0
2020,"BMU","Bermuda",0.0151652461217811,0.274338390635955,0
2020,"BOL","Bolivia (Plurinational State of)",0.109342912653763,0.0645371055159059,1
2020,"BRA","Brazil",0.2891266128987,0.142393608838411,1
2020,"BRB","Barbados",0.0376309200547249,0.345990595130903,0
2020,"BRN","Brunei Darussalam",0.154505203681759,0.0243792109669952,1
2020,"BTN","Bhutan",0.0131333524221442,0.00318076286428446,1
2020,"BWA","Botswana",0.0234976725200299,0.0160745865400933,1
2020,"CAF","Central African Rep.",0.147690077367473,0.034967695312758,1
2020,"CAN","Canada",0.0865105936429588,0.625633078308089,0
2020,"CCK","Cocos Isds",NA,0.138834820378271,NA
2020,"CHE","Switzerland",0.047314632337691,0.153791406492352,0
2020,"CHL","Chile",0.33617274905068,0.16366471778616,1
2020,"CHN","China",0.0499161925078447,0.116621784082317,0
2020,"CIV","Côte d'Ivoire",0.106461079696511,0.051219684258937,1
2020,"CMR","Cameroon",0.213003878806708,0.0470984075784524,1
2020,"COD","Dem. Rep. of the Congo",0.419762722418316,0.0412361638050715,1
2020,"COG","Congo",0.432572836319165,0.0297547294626246,1
2020,"COK","Cook Isds",0.0589130558052478,0.0415553056986521,1
2020,"COL","Colombia",0.174845153975782,0.283553197128849,0
2020,"COM","Comoros",0.133250504079328,0.00947070448087259,1
2020,"CPV","Cabo Verde",0.08532247336838,0.0220753703031181,1
2020,"CRI","Costa Rica",0.0794565411744759,0.387034749517569,0
2020,"CUB","Cuba",0.140497243904284,0.0238145778216664,1
2020,"CUW","Curaçao",0.0431057026791863,0.289531528966809,0
2020,"CXR","Christmas Isds",NA,0.0525548156232177,NA
2020,"CYM","Cayman Isds",0.00643000757052963,0.199767852540807,0
2020,"CYP","Cyprus",0.0550516314711144,0.0116931818565232,1
2020,"CZE","Czechia",0.076890643932025,0.0256252347788494,1
2020,"DEU","Germany",0.0872612479516617,0.0742779740659487,1
2020,"DJI","Djibouti",0.410305595140393,0.0411137628823935,1
2020,"DMA","Dominica",0.0584559753490807,0.345243082313864,0
2020,"DNK","Denmark",0.0598654609218743,0.0538185755311843,1
2020,"DOM","Dominican Rep.",0.107354627985102,0.46418369173447,0
2020,"DZA","Algeria",0.116651959299233,0.0216755414300881,1
2020,"E19","Other Europe, nes",2.85615756701139e-05,NA,NA
2020,"ECU","Ecuador",0.191077852542585,0.248901510296239,0
2020,"EGY","Egypt",0.131905609122974,0.0659207924109181,1
2020,"ERI","Eritrea",0.392441247153731,0.0196348495407733,1
2020,"ESH","Western Sahara",0.119765016653404,0.28152083941173,0
2020,"ESP","Spain",0.0626815744680334,0.0456434149638785,1
2020,"EST","Estonia",0.0434577708895613,0.0449441245781951,0
2020,"ETH","Ethiopia",0.23661239261254,0.0841417472662608,1
2020,"F19","Other Africa, nes",0.0226296451066269,NA,NA
2020,"FIN","Finland",0.0613611521779448,0.0530366552436543,1
2020,"FJI","Fiji",0.1334784265681,0.109027379183923,1
2020,"FLK","Falkland Isds (Malvinas)",NA,0.0206548533278425,NA
2020,"FRA","France",0.0595887814649563,0.0636858245547518,0
2020,"FRO","Faeroe Isds",0.0260684122620432,0.0595095350212252,0
2020,"FSM","FS Micronesia",0.0973390537595292,0.210880183124069,0
2020,"GAB","Gabon",0.346036797554375,0.0388205691108634,1
2020,"GBR","United Kingdom",0.0917993973209942,0.1101276782252,0
2020,"GEO","Georgia",0.113126346504969,0.0542867610000381,1
2020,"GHA","Ghana",0.27779826308032,0.051836533745929,1
2020,"GIB","Gibraltar",0.00038453798466143,0.140585510999343,0
2020,"GIN","Guinea",0.256250129956948,0.00857252234926786,1
2020,"GMB","Gambia",0.192301963177226,0.0165843634235621,1
2020,"GNB","Guinea-Bissau",0.0906772994452064,0.00809958191082605,1
2020,"GNQ","Equatorial Guinea",0.290469078005492,0.0539673468416643,1
2020,"GRC","Greece",0.0713938563965639,0.0285559730294853,1
2020,"GRD","Grenada",0.0363631346845625,0.331109051216526,0
2020,"GRL","Greenland",0.122741856911293,0.0169929706494264,1
2020,"GTM","Guatemala",0.0900012500694361,0.346413086149782,0
2020,"GUY","Guyana",0.0840518032424181,0.289401541187065,0
2020,"HKG","China, Hong Kong SAR",0.456812664693416,0.0519230407811222,1
2020,"HMD","Heard Island and McDonald Islands",NA,0.0410266106533721,NA
2020,"HND","Honduras",0.0733655846419977,0.410419295427747,0
2020,"HRV","Croatia",0.0358573994703838,0.0196681740648094,1
2020,"HTI","Haiti",0.13533624213408,0.430391147602137,0
2020,"HUN","Hungary",0.0498868517316577,0.0293253301668676,1
2020,"IDN","Indonesia",0.235380130816145,0.0879681169446531,1
2020,"IND","India",0.132261865916349,0.125384393670935,1
2020,"IOT","Br. Indian Ocean Terr.",NA,0.103703661528209,NA
2020,"IRL","Ireland",0.063670822140684,0.25333237349046,0
2020,"IRN","Iran",0.264439301680368,0.000927509437680674,1
2020,"IRQ","Iraq",0.259757499044041,0.0347056429575478,1
2020,"ISL","Iceland",0.0390734152928463,0.0742703588257628,0
2020,"ISR","Israel",0.115761185606461,0.184633529177074,0
2020,"ITA","Italy",0.0575018823655941,0.073450333622829,0
2020,"JAM","Jamaica",0.0931129315927421,0.396919302865693,0
2020,"JOR","Jordan",0.123638264943806,0.12228906209528,1
2020,"JPN","Japan",0.244951418551827,0.148400893295146,1
2020,"KAZ","Kazakhstan",0.209872653065303,0.0152303289530921,1
2020,"KEN","Kenya",0.195383796018258,0.0419062340679139,1
2020,"KGZ","Kyrgyzstan",0.25092244195048,0.0109368714219919,1
2020,"KHM","Cambodia",0.201776731603454,0.145731604137573,1
2020,"KIR","Kiribati",0.0946418768651596,0.0120927475618299,1
2020,"KNA","Saint Kitts and Nevis",0.0371227809948462,0.499243567676968,0
2020,"KOR","Rep. of Korea",0.264662986773079,0.131389460874342,1
2020,"KWT","Kuwait",0.112380628134608,0.0305750754802694,1
2020,"LAO","Lao People's Dem. Rep.",0.277548039065539,0.0125557974450718,1
2020,"LBN","Lebanon",0.0554310143831736,0.0609781276574273,0
2020,"LBR","Liberia",0.205196212452303,0.0150227742427022,1
2020,"LBY","Libya",0.123991180632275,0.0247913943143766,1
2020,"LCA","Saint Lucia",0.0335318264140075,0.398326052450581,0
2020,"LKA","Sri Lanka",0.152575416099905,0.115690087819608,1
2020,"LSO","Lesotho",0.0357857776428053,0.123706659667717,0
2020,"LTU","Lithuania",0.0320842300194274,0.0354925138540205,0
2020,"LUX","Luxembourg",0.0276163996161154,0.0369204037729693,0
2020,"LVA","Latvia",0.032045945153019,0.0194874795050071,1
2020,"MAC","China, Macao SAR",0.249685518397659,0.058313008765959,1
2020,"MAR","Morocco",0.0732029518137793,0.0502897725083042,1
2020,"MDA","Rep. of Moldova",0.0521760254787108,0.0123233074647511,1
2020,"MDG","Madagascar",0.174277320024138,0.103615913569226,1
2020,"MDV","Maldives",0.144340987857595,0.0229284622351718,1
2020,"MEX","Mexico",0.0870835873140582,0.636380017536762,0
2020,"MHL","Marshall Isds",0.206162754115663,0.0112168720352788,1
2020,"MKD","North Macedonia",0.0371394232611906,0.0159990115233444,1
2020,"MLI","Mali",0.0654936403822874,0.0104458583423019,1
2020,"MLT","Malta",0.077872875659468,0.020586603215339,1
2020,"MMR","Myanmar",0.38452921690699,0.0330690211071578,1
2020,"MNE","Montenegro",0.075713856698188,0.0141901205668391,1
2020,"MNG","Mongolia",0.591119320404366,0.0161935980199873,1
2020,"MOZ","Mozambique",0.134773249678236,0.0177837400510671,1
2020,"MRT","Mauritania",0.260887579319237,0.0165782614538738,1
2020,"MSR","Montserrat",0.0130848403596081,0.448284417062666,0
2020,"MUS","Mauritius",0.127371159126419,0.0456112443067124,1
2020,"MWI","Malawi",0.122096250662991,0.0213394141860842,1
2020,"MYS","Malaysia",0.218992707672176,0.104550475030553,1
2020,"NAM","Namibia",0.0888113299596539,0.018626394223662,1
2020,"NCL","New Caledonia",0.322909308545791,0.0231961312492269,1
2020,"NER","Niger",0.133952187855269,0.0547588214315968,1
2020,"NFK","Norfolk Isds",0.0344931180881718,0.205290772549941,0
2020,"NGA","Nigeria",0.211975383752717,0.059889446955354,1
2020,"NIC","Nicaragua",0.0609363312344073,0.419937185338089,0
2020,"NIU","Niue",NA,0.00391285301211068,NA
2020,"NLD","Netherlands",0.076623016558914,0.0676574195414238,1
2020,"NOR","Norway",0.082812113030739,0.048341094465294,1
2020,"NPL","Nepal",0.126481407011592,0.0222344722050983,1
2020,"NRU","Nauru",0.0104156148654849,0.0225291699307759,0
2020,"NZL","New Zealand",0.241928565231452,0.100745807937382,1
2020,"OMN","Oman",0.147697943048566,0.0250673289647518,1
2020,"PAK","Pakistan",0.225544167309906,0.0975399061202075,1
2020,"PAN","Panama",0.191889877681663,0.150325428900574,1
2020,"PCN","Pitcairn",NA,0.0017710522882584,NA
2020,"PER","Peru",0.289452991512883,0.171041348741188,1
2020,"PHL","Philippines",0.25583721106398,0.10090375167486,1
2020,"PLW","Palau",0.224685976574906,0.201614875841847,1
2020,"PNG","Papua New Guinea",0.198881726012977,0.0100859213168203,1
2020,"POL","Poland",0.0692431280113451,0.028367158864382,1
2020,"PRK","Dem. People's Rep. of Korea",0.432916885244177,NA,NA
2020,"PRT","Portugal",0.0399870303806913,0.0365854435770134,1
2020,"PRY","Paraguay",0.120668720310855,0.0651424937342758,1
2020,"PSE","State of Palestine",0.0391516116164343,0.00839541063018169,1
2020,"PYF","French Polynesia",0.101648857625442,0.0934156196745826,1
2020,"QAT","Qatar",0.137999464941158,0.0606907162477186,1
2020,"ROU","Romania",0.0447812220076445,0.0166293897194395,1
2020,"RUS","Russian Federation",0.188359452482922,0.0414722805147151,1
2020,"RWA","Rwanda",0.13265684356246,0.0211476968984303,1
2020,"S19","Other Asia, nes",0.329826181837646,0.117614984430486,1
2020,"SAU","Saudi Arabia",0.138263539808952,0.050414459674594,1
2020,"SDN","Sudan",0.25204378344635,0.0121100656288891,1
2020,"SEN","Senegal",0.144963687054227,0.0267834931883838,1
2020,"SGP","Singapore",0.148010395396533,0.105187576718398,1
2020,"SHN","Saint Helena",NA,0.154042733603257,NA
2020,"SLB","Solomon Isds",0.520211302533859,0.00896590645863109,1
2020,"SLE","Sierra Leone",0.298230069431012,0.0599972869097153,1
2020,"SLV","El Salvador",0.090490928474314,0.319724182217092,0
2020,"SMR","San Marino",0.0191272573250386,0.0296090443861242,0
2020,"SOM","Somalia",0.182464252052006,0.0120527466091897,1
2020,"SPM","Saint Pierre and Miquelon",0.0046649874741129,0.00391777448156804,1
2020,"SRB","Serbia",0.0632318406020022,0.0158927598597769,1
2020,"SSD","South Sudan",0.421405697347134,0.0202638533250738,1
2020,"STP","Sao Tome and Principe",0.106360715581734,0.00919291456954531,1
2020,"SUR","Suriname",0.056689368978899,0.120612899709724,0
2020,"SVK","Slovakia",0.0512124639054697,0.0283573092046386,1
2020,"SVN","Slovenia",0.0467959610899487,0.0193174076657482,1
2020,"SWE","Sweden",0.0601463326315409,0.0582383917576125,1
2020,"SWZ","Eswatini",0.023081465984758,0.0143454034296154,1
2020,"SXM","Sint Maarten",NA,0.677744427925463,NA
2020,"SYC","Seychelles",0.0188983460891458,0.00841199203400187,1
2020,"SYR","Syria",0.141527453802869,0.00212247128333677,1
2020,"TCA","Turks and Caicos Isds",0.00740248429776226,0.582512460961068,0
2020,"TCD","Chad",0.272102190879263,0.0188131629484211,1
2020,"TGO","Togo",0.193149984035544,0.0256974674828189,1
2020,"THA","Thailand",0.195892305729429,0.109638475349504,1
2020,"TJK","Tajikistan",0.173309666015985,0.00525997242597273,1
2020,"TKL","Tokelau",NA,0.0470047440798283,NA
2020,"TKM","Turkmenistan",0.656007798713617,0.00351349527457036,1
2020,"TLS","Timor-Leste",0.175036311244724,0.0193943317082968,1
2020,"TON","Tonga",0.173817672262428,0.0948773353701943,1
2020,"TTO","Trinidad and Tobago",0.0550149084967509,0.374912880522856,0
2020,"TUN","Tunisia",0.0546500585796273,0.0275890982669246,1
2020,"TUR","Türkiye",0.0613973026112032,0.0533961965415082,1
2020,"TUV","Tuvalu",0.12357917049584,0.0133459185188311,1
2020,"TZA","United Rep. of Tanzania",0.207581702030104,0.0195668385461853,1
2020,"UGA","Uganda",0.104181875659583,0.0181835131765128,1
2020,"UKR","Ukraine",0.143250264147481,0.0338988133282504,1
2020,"URY","Uruguay",0.202519300294843,0.094630443670163,1
2020,"USA","USA",0.154645860397185,NA,NA
2020,"UZB","Uzbekistan",0.173609414701019,0.00677579374756544,1
2020,"VAT","Holy See (Vatican City State)",0.0110222978455922,0.0267439069922554,0
2020,"VCT","Saint Vincent and the Grenadines",0.0389660970844205,0.225292049706892,0
2020,"VEN","Venezuela",0.162033543932862,0.103443831977254,1
2020,"VGB","Br. Virgin Isds",0.00469267839387639,0.14973437529835,0
2020,"VNM","Viet Nam",0.272688830910422,0.154241765466459,1
2020,"VUT","Vanuatu",0.132186844122338,0.0205929745385887,1
2020,"WLF","Wallis and Futuna Isds",0.019409205381934,0.0209506263934774,0
2020,"WSM","Samoa",0.212044454200063,0.0763028761478024,1
2020,"YEM","Yemen",0.273431434528451,0.0257849517048696,1
2020,"ZAF","South Africa",0.172255146472118,0.0786257016386755,1
2020,"ZMB","Zambia",0.262016104256836,0.0102775674949405,1
2020,"ZWE","Zimbabwe",0.103745126675924,0.00781894645259502,1
2020,"_X ","Areas, nes",0.00404559759321005,NA,NA
